|TERR_xSky|TERR_skydome|TERR_skydomeShape TERR_xSky TERR_skydomeShape TERR_sky_mat 91.242131 0.000000 0.000000 0.000000 0.000000 91.242131 0.000000 0.000000 0.000000 0.000000 91.242131 0.000000 0.000000 0.000000 0.000000 1.000000 
|TERR_xIrradiance|TERR_buildings_gi|TERR_buildings_giShape TERR_xIrradiance TERR_buildings_giShape TERR_irradiance_mat 1.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_terrain1|TERR_terrain1Shape TERR_xRoom0 TERR_terrain1Shape TERR_swamp_mat 1.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 10.000000 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffC3|TERR_cliffCShape TERR_xRoom0 TERR_cliffCShape TERR_rocks_b_mat 0.235677 0.067556 0.969481 0.000000 -0.015958 0.997716 -0.065644 0.000000 -0.971700 -0.000000 0.236217 0.000000 37.008638 0.000000 6.988486 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffC8|TERR_cliffCShape TERR_xRoom0 TERR_cliffCShape TERR_rocks_b_mat 1.000000 0.000000 0.000000 0.000000 0.000000 0.992681 0.120766 0.000000 0.000000 -0.120766 0.992681 0.000000 36.225712 0.000000 -8.147621 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffB1|TERR_cliffBShape TERR_xRoom0 TERR_cliffBShape TERR_cliffB_mat -0.475621 0.000000 -0.879650 0.000000 0.000000 1.000000 0.000000 0.000000 0.879650 0.000000 -0.475621 0.000000 -21.484824 7.955664 17.535115 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc1|TERR_CliffA_1_1|TERR_CliffA_1_Shape1 TERR_xRoom0 TERR_CliffA_1_Shape1 TERR_graniteABC_mat 1.000000 0.000000 0.000000 0.000000 0.000000 0.934522 0.355905 0.000000 0.000000 -0.355905 0.934522 0.000000 33.974841 19.364583 -22.256061 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc1|TERR_CliffA_2_1|TERR_CliffA_2_Shape1 TERR_xRoom0 TERR_CliffA_2_Shape1 TERR_graniteABC_mat 1.000000 0.000000 0.000000 0.000000 0.000000 0.934522 0.355905 0.000000 0.000000 -0.355905 0.934522 0.000000 33.974841 19.364583 -22.256061 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc1|TERR_CliffA_3_1|TERR_CliffA_3_Shape1 TERR_xRoom0 TERR_CliffA_3_Shape1 TERR_graniteABC_mat 1.000000 0.000000 0.000000 0.000000 0.000000 0.934522 0.355905 0.000000 0.000000 -0.355905 0.934522 0.000000 33.974841 19.364583 -22.256061 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc1|TERR_CliffA_4_1|TERR_CliffA_4_Shape1 TERR_xRoom0 TERR_CliffA_4_Shape1 TERR_graniteABC_mat 1.000000 0.000000 0.000000 0.000000 0.000000 0.934522 0.355905 0.000000 0.000000 -0.355905 0.934522 0.000000 33.974841 19.364583 -22.256061 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc1|TERR_CliffA_5_1|TERR_CliffA_5_Shape1 TERR_xRoom0 TERR_CliffA_5_Shape1 TERR_graniteABC_mat 1.000000 0.000000 0.000000 0.000000 0.000000 0.934522 0.355905 0.000000 0.000000 -0.355905 0.934522 0.000000 33.974841 19.364583 -22.256061 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc1|TERR_CliffA_6_1|TERR_CliffA_6_Shape1 TERR_xRoom0 TERR_CliffA_6_Shape1 TERR_graniteABC_mat 1.000000 0.000000 0.000000 0.000000 0.000000 0.934522 0.355905 0.000000 0.000000 -0.355905 0.934522 0.000000 33.974841 19.364583 -22.256061 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc2|TERR_CliffA_1_2|TERR_CliffA_1_Shape1 TERR_xRoom0 TERR_CliffA_1_Shape1 TERR_graniteABC_mat 0.964352 -0.110150 0.240608 0.000000 -0.000000 0.909248 0.416254 0.000000 -0.264622 -0.401415 0.876836 0.000000 12.798745 22.692697 -29.294442 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc2|TERR_CliffA_2_2|TERR_CliffA_2_Shape1 TERR_xRoom0 TERR_CliffA_2_Shape1 TERR_graniteABC_mat 0.964352 -0.110150 0.240608 0.000000 -0.000000 0.909248 0.416254 0.000000 -0.264622 -0.401415 0.876836 0.000000 12.798745 22.692697 -29.294442 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc2|TERR_CliffA_3_2|TERR_CliffA_3_Shape1 TERR_xRoom0 TERR_CliffA_3_Shape1 TERR_graniteABC_mat 0.964352 -0.110150 0.240608 0.000000 -0.000000 0.909248 0.416254 0.000000 -0.264622 -0.401415 0.876836 0.000000 12.798745 22.692697 -29.294442 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc2|TERR_CliffA_4_2|TERR_CliffA_4_Shape1 TERR_xRoom0 TERR_CliffA_4_Shape1 TERR_graniteABC_mat 0.964352 -0.110150 0.240608 0.000000 -0.000000 0.909248 0.416254 0.000000 -0.264622 -0.401415 0.876836 0.000000 12.798745 22.692697 -29.294442 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc2|TERR_CliffA_5_2|TERR_CliffA_5_Shape1 TERR_xRoom0 TERR_CliffA_5_Shape1 TERR_graniteABC_mat 0.964352 -0.110150 0.240608 0.000000 -0.000000 0.909248 0.416254 0.000000 -0.264622 -0.401415 0.876836 0.000000 12.798745 22.692697 -29.294442 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc2|TERR_CliffA_6_2|TERR_CliffA_6_Shape1 TERR_xRoom0 TERR_CliffA_6_Shape1 TERR_graniteABC_mat 0.964352 -0.110150 0.240608 0.000000 -0.000000 0.909248 0.416254 0.000000 -0.264622 -0.401415 0.876836 0.000000 12.798745 22.692697 -29.294442 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc3|TERR_CliffA_1_3|TERR_CliffA_1_Shape1 TERR_xRoom0 TERR_CliffA_1_Shape1 TERR_graniteABC_mat 0.833943 -0.119305 -0.538799 0.000000 0.268463 0.940738 0.207217 0.000000 0.482147 -0.317455 0.816552 0.000000 -21.119685 22.784591 -24.905803 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc3|TERR_CliffA_2_3|TERR_CliffA_2_Shape1 TERR_xRoom0 TERR_CliffA_2_Shape1 TERR_graniteABC_mat 0.833943 -0.119305 -0.538799 0.000000 0.268463 0.940738 0.207217 0.000000 0.482147 -0.317455 0.816552 0.000000 -21.119685 22.784591 -24.905803 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc3|TERR_CliffA_3_3|TERR_CliffA_3_Shape1 TERR_xRoom0 TERR_CliffA_3_Shape1 TERR_graniteABC_mat 0.833943 -0.119305 -0.538799 0.000000 0.268463 0.940738 0.207217 0.000000 0.482147 -0.317455 0.816552 0.000000 -21.119685 22.784591 -24.905803 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc3|TERR_CliffA_4_3|TERR_CliffA_4_Shape1 TERR_xRoom0 TERR_CliffA_4_Shape1 TERR_graniteABC_mat 0.833943 -0.119305 -0.538799 0.000000 0.268463 0.940738 0.207217 0.000000 0.482147 -0.317455 0.816552 0.000000 -21.119685 22.784591 -24.905803 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc3|TERR_CliffA_5_3|TERR_CliffA_5_Shape1 TERR_xRoom0 TERR_CliffA_5_Shape1 TERR_graniteABC_mat 0.833943 -0.119305 -0.538799 0.000000 0.268463 0.940738 0.207217 0.000000 0.482147 -0.317455 0.816552 0.000000 -21.119685 22.784591 -24.905803 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc4|TERR_CliffA_1_4|TERR_CliffA_1_Shape1 TERR_xRoom0 TERR_CliffA_1_Shape1 TERR_graniteABC_mat 0.199966 -0.030908 -0.979315 0.000000 0.152754 0.988264 -0.000000 0.000000 0.967822 -0.149594 0.202341 0.000000 -30.744733 18.431777 -6.630806 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc4|TERR_CliffA_2_4|TERR_CliffA_2_Shape1 TERR_xRoom0 TERR_CliffA_2_Shape1 TERR_graniteABC_mat 0.199966 -0.030908 -0.979315 0.000000 0.152754 0.988264 -0.000000 0.000000 0.967822 -0.149594 0.202341 0.000000 -30.744733 18.431777 -6.630806 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc4|TERR_CliffA_3_4|TERR_CliffA_3_Shape1 TERR_xRoom0 TERR_CliffA_3_Shape1 TERR_graniteABC_mat 0.199966 -0.030908 -0.979315 0.000000 0.152754 0.988264 -0.000000 0.000000 0.967822 -0.149594 0.202341 0.000000 -30.744733 18.431777 -6.630806 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc4|TERR_CliffA_4_4|TERR_CliffA_4_Shape1 TERR_xRoom0 TERR_CliffA_4_Shape1 TERR_graniteABC_mat 0.199966 -0.030908 -0.979315 0.000000 0.152754 0.988264 -0.000000 0.000000 0.967822 -0.149594 0.202341 0.000000 -30.744733 18.431777 -6.630806 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc4|TERR_CliffA_5_4|TERR_CliffA_5_Shape1 TERR_xRoom0 TERR_CliffA_5_Shape1 TERR_graniteABC_mat 0.199966 -0.030908 -0.979315 0.000000 0.152754 0.988264 -0.000000 0.000000 0.967822 -0.149594 0.202341 0.000000 -30.744733 18.431777 -6.630806 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc4|TERR_CliffA_6_4|TERR_CliffA_6_Shape1 TERR_xRoom0 TERR_CliffA_6_Shape1 TERR_graniteABC_mat 0.199966 -0.030908 -0.979315 0.000000 0.152754 0.988264 -0.000000 0.000000 0.967822 -0.149594 0.202341 0.000000 -30.744733 18.431777 -6.630806 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc5|TERR_CliffA_1_5|TERR_CliffA_1_Shape1 TERR_xRoom0 TERR_CliffA_1_Shape1 TERR_graniteABC_mat -0.966334 -0.067119 -0.248382 0.000000 0.000000 0.965375 -0.260867 0.000000 0.257290 -0.252085 -0.932875 0.000000 -2.004774 20.776038 30.543868 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc5|TERR_CliffA_2_5|TERR_CliffA_2_Shape1 TERR_xRoom0 TERR_CliffA_2_Shape1 TERR_graniteABC_mat -0.966334 -0.067119 -0.248382 0.000000 0.000000 0.965375 -0.260867 0.000000 0.257290 -0.252085 -0.932875 0.000000 -2.004774 20.776038 30.543868 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc5|TERR_CliffA_3_5|TERR_CliffA_3_Shape1 TERR_xRoom0 TERR_CliffA_3_Shape1 TERR_graniteABC_mat -0.966334 -0.067119 -0.248382 0.000000 0.000000 0.965375 -0.260867 0.000000 0.257290 -0.252085 -0.932875 0.000000 -2.004774 20.776038 30.543868 1.000000 
|TERR_xRoom0|TERR_terrain_loc|TERR_cliffA_loc5|TERR_CliffA_4_5|TERR_CliffA_4_Shape1 TERR_xRoom0 TERR_CliffA_4_Shape1 TERR_graniteABC_mat -0.966334 -0.067119 -0.248382 0.000000 0.000000 0.965375 -0.260867 0.000000 0.257290 -0.252085 -0.932875 0.000000 -2.004774 20.776038 30.543868 1.000000 
